100259	AirPollution	EQ	oewn-14541014-n
100260	AcidRainfall	EQ	oewn-14541231-n
100261	AirPollution	SUB	oewn-14541454-n
100262	Object	SUB	oewn-14541612-n
100264	AirPollution	SUB	oewn-14541979-n
100265	SoundAttribute	SUB	oewn-14542141-n
100266	Attribute	SUB	oewn-14542273-n
100267	WaterPollution	SUB	oewn-14542422-n
100268	Removing	SUB	oewn-14542526-n
100269	Removing	SUB	oewn-14542699-n
10027	Removing	SUB	oewn-00451952-v
100270	Removing	SUB	oewn-14542810-n
100271	Attribute	SUB	oewn-14542968-n
100272	Attribute	SUB	oewn-14543275-n
100273	TraitAttribute	SUB	oewn-14543544-n
100274	Attribute	SUB	oewn-14543725-n
100275	Attribute	SUB	oewn-14543880-n
100276	Object	SUB	oewn-14544120-n
100277	Object	SUB	oewn-14544272-n
100278	Object	SUB	oewn-14544431-n
100279	Motion	SUB	oewn-14544623-n
10028	capability	SUB	oewn-00451982-r
100280	Motion	SUB	oewn-14544904-n
100281	Attribute	SUB	oewn-14545250-n
100282	Attribute	SUB	oewn-14545556-n
100283	SubjectiveAssessmentAttribute	SUB	oewn-14545715-n
100284	SubjectiveAssessmentAttribute	SUB	oewn-14545867-n
100285	SubjectiveAssessmentAttribute	SUB	oewn-14546010-n
100286	TraitAttribute	SUB	oewn-14546172-n
100287	SubjectiveAssessmentAttribute	SUB	oewn-14546411-n
100288	SubjectiveAssessmentAttribute	SUB	oewn-14546558-n
100289	ClearWeather	CSUB	oewn-14546692-n
10029	Equitation	SUB	oewn-00451984-n
100290	SubjectiveAssessmentAttribute	SUB	oewn-14546946-n
100291	SubjectiveAssessmentAttribute	SUB	oewn-14547038-n
100292	SubjectiveAssessmentAttribute	SUB	oewn-14547271-n
100293	SubjectiveAssessmentAttribute	SUB	oewn-14547389-n
100294	SubjectiveAssessmentAttribute	SUB	oewn-14547525-n
100295	SubjectiveAssessmentAttribute	SUB	oewn-14547631-n
100296	OvercastWeather	SUB	oewn-14547800-n
100297	Motion	SUB	oewn-14547985-n
100299	StateOfMind	SUB	oewn-14548263-n
10030	Impacting	SUB	oewn-00452108-v
100300	SubjectiveAssessmentAttribute	EQ	oewn-14548451-n
100301	SubjectiveAssessmentAttribute	SUB	oewn-14548710-n
100302	SubjectiveAssessmentAttribute	SUB	oewn-14548876-n
100303	SubjectiveAssessmentAttribute	SUB	oewn-14548967-n
100304	SubjectiveAssessmentAttribute	SUB	oewn-14549150-n
100305	SubjectiveAssessmentAttribute	SUB	oewn-14549379-n
100306	SubjectiveAssessmentAttribute	SUB	oewn-14549634-n
100307	SubjectiveAssessmentAttribute	SUB	oewn-14549784-n
100308	SubjectiveAssessmentAttribute	SUB	oewn-14550237-n
100309	Attribute	SUB	oewn-14550366-n
100309	PhysicalDisability	SUB	oewn-14550366-n
10031	SubjectiveAssessmentAttribute	SUB	oewn-00452127-r
100310	OrganOrTissueProcess	SUB	oewn-14550556-n
100311	OrganOrTissueProcess	SUB	oewn-14550773-n
100312	OrganOrTissueProcess	SUB	oewn-14551032-n
100313	OrganOrTissueProcess	SUB	oewn-14551155-n
100314	OrganOrTissueProcess	SUB	oewn-14551323-n
100315	PathologicProcess	SUB	oewn-14551579-n
100316	OrganOrTissueProcess	SUB	oewn-14551795-n
100317	OrganOrTissueProcess	SUB	oewn-14552173-n
100318	Attribute	SUB	oewn-14552354-n
100319	Attribute	SUB	oewn-14552475-n
100320	Process	SUB	oewn-14552684-n
100321	Attribute	SUB	oewn-14552814-n
100322	Attribute	SUB	oewn-14553010-n
100323	Attribute	SUB	oewn-14553126-n
100324	Law	SUB	oewn-14553214-n
100326	Attribute	SUB	oewn-14553663-n
100327	Attribute	SUB	oewn-14554005-n
100328	Attribute	SUB	oewn-14554165-n
100329	Attribute	SUB	oewn-14554261-n
100330	Attribute	SUB	oewn-14554438-n
100331	Attribute	SUB	oewn-14554658-n
100332	Attribute	SUB	oewn-14554805-n
100333	NormativeAttribute	SUB	oewn-14554994-n
100334	NormativeAttribute	SUB	oewn-14555200-n
100335	PhysicalAttribute	SUB	oewn-14555374-n
100336	PhysicalAttribute	SUB	oewn-14555585-n
100337	DiseaseOrSyndrome	SUB	oewn-14555744-n
100338	DiseaseOrSyndrome	SUB	oewn-14555852-n
100339	DiseaseOrSyndrome	SUB	oewn-14556060-n
10034	Motion	SUB	oewn-00452234-v
100340	DiseaseOrSyndrome	SUB	oewn-14556261-n
100341	DiseaseOrSyndrome	SUB	oewn-14556418-n
100342	DiseaseOrSyndrome	SUB	oewn-14556708-n
100343	DiseaseOrSyndrome	SUB	oewn-14556805-n
100344	DiseaseOrSyndrome	SUB	oewn-14557149-n
100345	DiseaseOrSyndrome	SUB	oewn-14557398-n
100346	DiseaseOrSyndrome	SUB	oewn-14557539-n
100347	DiseaseOrSyndrome	SUB	oewn-14557678-n
100348	DiseaseOrSyndrome	SUB	oewn-14557801-n
100349	DiseaseOrSyndrome	SUB	oewn-14557935-n
10035	PositiveInteger	INST	oewn-00452275-r
100350	PhysicalAttribute	SUB	oewn-14558059-n
100351	SubjectiveAssessmentAttribute	SUB	oewn-14558173-n
100352	Damp	EQ	oewn-14558298-n
100353	SubjectiveAssessmentAttribute	SUB	oewn-14558658-n
100354	Damp	SUB	oewn-14559033-n
100355	Damp	SUB	oewn-14559245-n
100356	Damp	SUB	oewn-14559409-n
100357	Damp	SUB	oewn-14559507-n
100358	Damp	SUB	oewn-14559687-n
100359	Damp	SUB	oewn-14559809-n
100360	Damp	SUB	oewn-14559933-n
100361	Dry	EQ	oewn-14560040-n
100362	Dry	SUB	oewn-14560433-n
100363	Drought	EQ	oewn-14560656-n
100364	Dry	SUB	oewn-14560852-n
100365	Dry	SUB	oewn-14561074-n
100366	DiseaseOrSyndrome	SUB	oewn-14561165-n
100367	DiseaseOrSyndrome	SUB	oewn-14561337-n
100368	Dry	SUB	oewn-14561715-n
100369	Dry	SUB	oewn-14561931-n
10037	Sport	SUB	oewn-00452356-n
